id,itemSku,productName,productPrice,productDescription
7c1085b5-e5ff-4429-953c-05498890d135,PHN-VIVO-ULTRA-1TB-GOL-00011,Vivo Ultra 1TB Gold,1489.62,"Premium Vivo Ultra smartphone with 1TB storage in Gold. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
ce5c4474-b95b-4f0c-8ae4-8982a5f742bb,PHN-XIAOMI-LITE-512GB-PUR-00012,Xiaomi Lite 512GB Purple,982.63,"Premium Xiaomi Lite smartphone with 512GB storage in Purple. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
d3a9b386-b922-4ea3-bf1c-737dd9e902b5,PHN-OPPO-MAX-1TB-GRE-00013,Oppo Max 1TB Green,1183.22,"Premium Oppo Max smartphone with 1TB storage in Green. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
fd364aa8-67a2-4a5f-8393-7e6262cbad63,PHN-OPPO-ULTRA-512GB-GRA-00014,Oppo Ultra 512GB Gray,1210.29,"Premium Oppo Ultra smartphone with 512GB storage in Gray. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
31901dd2-8668-4a81-b7cc-2b7bdb4528ad,PHN-HUAWEI-LITE-256GB-WHI-00015,Huawei Lite 256GB White,1346.68,"Premium Huawei Lite smartphone with 256GB storage in White. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
0fbdf7fd-bade-4e52-ac88-8569287fc458,PHN-MOTORO-LITE-64GB-WHI-00016,Motorola Lite 64GB White,1173.61,"Premium Motorola Lite smartphone with 64GB storage in White. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
323a3af4-673c-4c17-8d11-c03c8005da4b,PHN-GOOGLE-MAX-1TB-RED-00017,Google Pixel Max 1TB Red,738.65,"Premium Google Pixel Max smartphone with 1TB storage in Red. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
e18c20a7-cdc1-4c89-b32a-16e972bbbc66,PHN-GOOGLE-PLUS-1TB-WHI-00018,Google Pixel Plus 1TB White,1272.58,"Premium Google Pixel Plus smartphone with 1TB storage in White. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
cdff2cc3-748e-4fc0-80a1-f9ec888e5143,PHN-HUAWEI-EDGE-64GB-SIL-00019,Huawei Edge 64GB Silver,296.41,"Premium Huawei Edge smartphone with 64GB storage in Silver. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
12e79339-2076-4661-b989-11fb669d9c91,PHN-SAMSUN-PRO-128GB-PIN-00020,Samsung Galaxy Pro 128GB Pink,237.94,"Premium Samsung Galaxy Pro smartphone with 128GB storage in Pink. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
4045374d-e3e0-452f-a7ff-bbaca5ff571f,PHN-VIVO-LITE-512GB-WHI-00021,Vivo Lite 512GB White,1419.16,"Premium Vivo Lite smartphone with 512GB storage in White. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
5961b5a9-098e-4086-9a6a-9ff01ae12c20,PHN-MOTORO-LITE-128GB-BLU-00022,Motorola Lite 128GB Blue,523.49,"Premium Motorola Lite smartphone with 128GB storage in Blue. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
3693066b-d836-4b86-bda7-29449b6ea82b,PHN-VIVO-LITE-128GB-WHI-00023,Vivo Lite 128GB White,494.46,"Premium Vivo Lite smartphone with 128GB storage in White. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
ce0919ff-eb5c-4fe2-bba8-3d7736514cb3,PHN-XIAOMI-NOTE-1TB-BLA-00024,Xiaomi Note 1TB Black,1156.6,"Premium Xiaomi Note smartphone with 1TB storage in Black. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
ec24a202-1bbe-4f81-9b21-424bc660f7ab,PHN-GOOGLE-PLUS-256GB-RED-00025,Google Pixel Plus 256GB Red,1011.75,"Premium Google Pixel Plus smartphone with 256GB storage in Red. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
b9d210e1-fd7b-4811-ab00-1973230d9bb9,PHN-GOOGLE-PLUS-1TB-PUR-00026,Google Pixel Plus 1TB Purple,647.42,"Premium Google Pixel Plus smartphone with 1TB storage in Purple. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
dc1d2a98-19ae-4698-81ab-caa5b90546a9,PHN-OPPO-PLUS-512GB-SIL-00027,Oppo Plus 512GB Silver,1395.27,"Premium Oppo Plus smartphone with 512GB storage in Silver. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
3d0eff41-d7ad-4633-9321-3a1735a81091,PHN-GOOGLE-ULTRA-128GB-GRA-00028,Google Pixel Ultra 128GB Gray,255.22,"Premium Google Pixel Ultra smartphone with 128GB storage in Gray. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
6f524bc8-1844-44b4-9942-7f9a7b7b883a,PHN-GOOGLE-FOLD-128GB-BLU-00029,Google Pixel Fold 128GB Blue,1460.9,"Premium Google Pixel Fold smartphone with 128GB storage in Blue. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
add6843d-f512-4cad-9631-a006384d5aeb,PHN-MOTORO-LITE-256GB-GRE-00030,Motorola Lite 256GB Green,1145.29,"Premium Motorola Lite smartphone with 256GB storage in Green. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
cddc3a83-d1ce-45b9-a261-01e41243f18d,PHN-MOTORO-FOLD-256GB-RED-00031,Motorola Fold 256GB Red,1133.93,"Premium Motorola Fold smartphone with 256GB storage in Red. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
87372e88-0200-4e9e-b07b-142ea9c58f2a,PHN-OPPO-EDGE-64GB-GOL-00032,Oppo Edge 64GB Gold,878.18,"Premium Oppo Edge smartphone with 64GB storage in Gold. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
d2ff1aed-1b5c-498f-b060-068153f8a5aa,PHN-IPHONE-NOTE-256GB-BLA-00033,iPhone Note 256GB Black,1228.08,"Premium iPhone Note smartphone with 256GB storage in Black. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
2d2086c9-a893-4be8-9ea3-b58778af4d3c,PHN-ONEPLU-EDGE-64GB-GOL-00034,OnePlus Edge 64GB Gold,1490.57,"Premium OnePlus Edge smartphone with 64GB storage in Gold. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
cb1ebbd7-a980-44ea-994f-c9781ccbf4e2,PHN-XIAOMI-LITE-512GB-SIL-00035,Xiaomi Lite 512GB Silver,1245.42,"Premium Xiaomi Lite smartphone with 512GB storage in Silver. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
637a1315-f948-4fa6-8900-78b23b5a2344,PHN-OPPO-PLUS-1TB-BLA-00036,Oppo Plus 1TB Black,844.44,"Premium Oppo Plus smartphone with 1TB storage in Black. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
e88e0423-22fc-4ca1-ac14-75d8fdd3423d,PHN-ONEPLU-NOTE-1TB-GRE-00037,OnePlus Note 1TB Green,922.09,"Premium OnePlus Note smartphone with 1TB storage in Green. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
5c5f54d7-db8e-449e-b856-f2ff55c0d438,PHN-SAMSUN-FOLD-1TB-GOL-00038,Samsung Galaxy Fold 1TB Gold,1419.0,"Premium Samsung Galaxy Fold smartphone with 1TB storage in Gold. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
b78100a0-12cb-4df5-8a3b-aa9dc7789da1,PHN-SAMSUN-SE-256GB-GOL-00039,Samsung Galaxy SE 256GB Gold,1413.86,"Premium Samsung Galaxy SE smartphone with 256GB storage in Gold. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
583c3023-75d7-40ee-b841-739c589f262b,PHN-XIAOMI-SE-512GB-BLU-00040,Xiaomi SE 512GB Blue,946.53,"Premium Xiaomi SE smartphone with 512GB storage in Blue. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
4e4ce422-8123-4b43-98e4-9b5a2ca004b4,PHN-MOTORO-MINI-256GB-BLA-00041,Motorola Mini 256GB Black,445.41,"Premium Motorola Mini smartphone with 256GB storage in Black. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
1f084c4f-edeb-4c73-aeb5-1ca059a947f5,PHN-OPPO-PLUS-512GB-GRE-00042,Oppo Plus 512GB Green,785.83,"Premium Oppo Plus smartphone with 512GB storage in Green. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
87d92a24-5e96-4294-9805-8542e446693e,PHN-MOTORO-MINI-64GB-RED-00043,Motorola Mini 64GB Red,589.34,"Premium Motorola Mini smartphone with 64GB storage in Red. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
ad0a110c-b35e-4f59-bacb-14416a3ad2da,PHN-ONEPLU-NOTE-128GB-GOL-00044,OnePlus Note 128GB Gold,1459.34,"Premium OnePlus Note smartphone with 128GB storage in Gold. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
6ceb1ca1-0696-49a6-a4f0-b9675bfcf9d9,PHN-IPHONE-EDGE-512GB-GOL-00045,iPhone Edge 512GB Gold,292.29,"Premium iPhone Edge smartphone with 512GB storage in Gold. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
6c7d3bb2-7ea1-4977-8c9e-a45453b2d5b5,PHN-VIVO-EDGE-128GB-BLA-00046,Vivo Edge 128GB Black,571.43,"Premium Vivo Edge smartphone with 128GB storage in Black. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
7f91aa30-06e3-4e26-83cf-4c15d3f312d6,PHN-ONEPLU-MAX-64GB-SIL-00047,OnePlus Max 64GB Silver,369.14,"Premium OnePlus Max smartphone with 64GB storage in Silver. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
85e5c461-80d5-436a-94d3-ddb1c9664dcc,PHN-OPPO-LITE-1TB-BLA-00048,Oppo Lite 1TB Black,263.16,"Premium Oppo Lite smartphone with 1TB storage in Black. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
76a44449-156c-4574-bccb-4250a2132024,PHN-IPHONE-PLUS-512GB-GRE-00049,iPhone Plus 512GB Green,1214.74,"Premium iPhone Plus smartphone with 512GB storage in Green. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
4ca03ac1-95c4-4ca3-a741-4247332e96c3,PHN-MOTORO-FOLD-256GB-PUR-00050,Motorola Fold 256GB Purple,908.82,"Premium Motorola Fold smartphone with 256GB storage in Purple. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
2ec76386-3c90-493a-803a-6b9667253f78,PHN-MOTORO-PRO-1TB-GRA-00051,Motorola Pro 1TB Gray,959.55,"Premium Motorola Pro smartphone with 1TB storage in Gray. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
84ceb407-c997-426e-8067-8f5e6ad9385c,PHN-OPPO-NOTE-64GB-BLU-00052,Oppo Note 64GB Blue,1384.26,"Premium Oppo Note smartphone with 64GB storage in Blue. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
1aa8c45f-85f8-45c5-a7ba-bf2c0e534bc3,PHN-MOTORO-MAX-64GB-BLA-00053,Motorola Max 64GB Black,1170.2,"Premium Motorola Max smartphone with 64GB storage in Black. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
d6163d55-a076-44e1-a15e-844e95a01cdd,PHN-ONEPLU-FOLD-64GB-SIL-00054,OnePlus Fold 64GB Silver,953.29,"Premium OnePlus Fold smartphone with 64GB storage in Silver. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
828e6a74-66e2-49be-b403-9818ddcc511a,PHN-ONEPLU-PLUS-64GB-PIN-00055,OnePlus Plus 64GB Pink,366.02,"Premium OnePlus Plus smartphone with 64GB storage in Pink. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
1654c17e-9234-4b6d-8a62-9777ac6e2d1b,PHN-HUAWEI-PLUS-64GB-GRA-00056,Huawei Plus 64GB Gray,520.3,"Premium Huawei Plus smartphone with 64GB storage in Gray. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
5be00e5b-2e2b-4b52-8e5e-b14954dc46e9,PHN-GOOGLE-PRO-1TB-BLU-00057,Google Pixel Pro 1TB Blue,1490.24,"Premium Google Pixel Pro smartphone with 1TB storage in Blue. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
fc9a17c9-dbbf-4f7f-bbcb-5093b545344f,PHN-ONEPLU-MAX-128GB-PUR-00058,OnePlus Max 128GB Purple,589.35,"Premium OnePlus Max smartphone with 128GB storage in Purple. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
eb2432f2-c3be-4cf6-b533-6dbe4d58f100,PHN-HUAWEI-SE-64GB-BLU-00059,Huawei SE 64GB Blue,375.82,"Premium Huawei SE smartphone with 64GB storage in Blue. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
050fe514-1359-4a10-920b-8216476991c9,PHN-REALME-MAX-512GB-PIN-00060,Realme Max 512GB Pink,1028.86,"Premium Realme Max smartphone with 512GB storage in Pink. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
bad04235-1aa3-4b17-b86f-4cc827a27657,PHN-MOTORO-PRO-512GB-BLA-00061,Motorola Pro 512GB Black,1023.21,"Premium Motorola Pro smartphone with 512GB storage in Black. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
6e042a1d-dbb4-476e-88f6-94dd21c7d88b,PHN-IPHONE-MAX-1TB-GRA-00062,iPhone Max 1TB Gray,1018.13,"Premium iPhone Max smartphone with 1TB storage in Gray. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
877b078c-ae65-4164-8c1b-3db00b990b69,PHN-SAMSUN-ULTRA-256GB-GRA-00063,Samsung Galaxy Ultra 256GB Gray,420.59,"Premium Samsung Galaxy Ultra smartphone with 256GB storage in Gray. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
c44b51aa-2b53-414d-ba2d-76b9661044ce,PHN-VIVO-ULTRA-1TB-RED-00064,Vivo Ultra 1TB Red,290.25,"Premium Vivo Ultra smartphone with 1TB storage in Red. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
626840b6-f4c3-4896-a36f-34f460792769,PHN-SAMSUN-EDGE-256GB-PUR-00065,Samsung Galaxy Edge 256GB Purple,960.57,"Premium Samsung Galaxy Edge smartphone with 256GB storage in Purple. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
86c3504d-524a-4b44-9e7f-76ad514a23d0,PHN-VIVO-LITE-512GB-PIN-00066,Vivo Lite 512GB Pink,363.17,"Premium Vivo Lite smartphone with 512GB storage in Pink. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
004a8a4a-4f69-415c-82b2-43ff6660c0af,PHN-HUAWEI-PRO-512GB-PUR-00067,Huawei Pro 512GB Purple,1384.97,"Premium Huawei Pro smartphone with 512GB storage in Purple. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
51439b66-6bd8-46da-b4b6-767c0bfd2950,PHN-VIVO-NOTE-128GB-PIN-00068,Vivo Note 128GB Pink,815.28,"Premium Vivo Note smartphone with 128GB storage in Pink. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
39ff84c3-139d-4d35-9f89-86840e6dcfe8,PHN-IPHONE-EDGE-512GB-WHI-00069,iPhone Edge 512GB White,892.15,"Premium iPhone Edge smartphone with 512GB storage in White. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
b4fb8faa-b3b8-45eb-9966-b11070becee9,PHN-REALME-FOLD-256GB-GRA-00070,Realme Fold 256GB Gray,293.64,"Premium Realme Fold smartphone with 256GB storage in Gray. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
8a254ee3-0569-491b-8af2-11cdb1dbb3b1,PHN-GOOGLE-SE-1TB-BLU-00071,Google Pixel SE 1TB Blue,1492.91,"Premium Google Pixel SE smartphone with 1TB storage in Blue. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
ed712436-9822-4a67-af00-9579c48a2813,PHN-SAMSUN-NOTE-64GB-SIL-00072,Samsung Galaxy Note 64GB Silver,279.71,"Premium Samsung Galaxy Note smartphone with 64GB storage in Silver. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
904eaaa0-65a7-4735-a67f-9787fede5c89,PHN-VIVO-LITE-64GB-PUR-00073,Vivo Lite 64GB Purple,447.72,"Premium Vivo Lite smartphone with 64GB storage in Purple. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
2d120c5b-74c2-416d-8b50-339dc8e4b5bc,PHN-MOTORO-PRO-64GB-RED-00074,Motorola Pro 64GB Red,788.26,"Premium Motorola Pro smartphone with 64GB storage in Red. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
e94c339a-4cb1-480e-9ac1-81e293c2235a,PHN-OPPO-MAX-64GB-GRA-00075,Oppo Max 64GB Gray,1199.33,"Premium Oppo Max smartphone with 64GB storage in Gray. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
d547bd5b-7797-4a05-a3da-a0aeee7a66ec,PHN-GOOGLE-FOLD-1TB-GRA-00076,Google Pixel Fold 1TB Gray,824.82,"Premium Google Pixel Fold smartphone with 1TB storage in Gray. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
326fc619-b8a4-4426-93e3-ce2ef19a677d,PHN-ONEPLU-LITE-1TB-BLU-00077,OnePlus Lite 1TB Blue,528.91,"Premium OnePlus Lite smartphone with 1TB storage in Blue. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
9120fe14-a814-4fb9-a471-459fd619e6ae,PHN-MOTORO-LITE-64GB-BLU-00078,Motorola Lite 64GB Blue,912.74,"Premium Motorola Lite smartphone with 64GB storage in Blue. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
20956fdb-d11b-4841-8339-1aaec2e2b438,PHN-GOOGLE-MAX-256GB-GRA-00079,Google Pixel Max 256GB Gray,1162.39,"Premium Google Pixel Max smartphone with 256GB storage in Gray. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
c6b65f50-cdf8-471f-9eae-087b3ef9c12e,PHN-IPHONE-EDGE-1TB-BLA-00080,iPhone Edge 1TB Black,248.35,"Premium iPhone Edge smartphone with 1TB storage in Black. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
2886aeb6-442a-43ec-981f-91effa44e88c,PHN-HUAWEI-NOTE-128GB-GOL-00081,Huawei Note 128GB Gold,1142.08,"Premium Huawei Note smartphone with 128GB storage in Gold. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
39464d28-b4a8-43ff-b02d-64521efdc13c,PHN-REALME-PRO-64GB-RED-00082,Realme Pro 64GB Red,226.78,"Premium Realme Pro smartphone with 64GB storage in Red. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
cded850b-7a77-4276-ba11-0c383fdd1406,PHN-GOOGLE-PRO-512GB-GRE-00083,Google Pixel Pro 512GB Green,273.65,"Premium Google Pixel Pro smartphone with 512GB storage in Green. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
b3c223ae-55ed-4d27-a4c2-cba224d3911f,PHN-IPHONE-MINI-512GB-RED-00084,iPhone Mini 512GB Red,1195.6,"Premium iPhone Mini smartphone with 512GB storage in Red. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
6ec46e77-06ef-49ff-b892-c11d9f3e1815,PHN-OPPO-ULTRA-64GB-BLA-00085,Oppo Ultra 64GB Black,612.92,"Premium Oppo Ultra smartphone with 64GB storage in Black. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
4486e170-8712-4b43-8848-f556958082a7,PHN-ONEPLU-MINI-128GB-RED-00086,OnePlus Mini 128GB Red,1291.9,"Premium OnePlus Mini smartphone with 128GB storage in Red. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
4697451c-c766-41e9-bea2-107077f8267c,PHN-IPHONE-MINI-256GB-BLA-00087,iPhone Mini 256GB Black,1061.02,"Premium iPhone Mini smartphone with 256GB storage in Black. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
2bcd77c2-fccd-41eb-bcbe-8c26c0963eb1,PHN-SAMSUN-LITE-128GB-BLU-00088,Samsung Galaxy Lite 128GB Blue,680.72,"Premium Samsung Galaxy Lite smartphone with 128GB storage in Blue. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
04f5fb7d-4b8f-4306-b472-6dc70831f76c,PHN-MOTORO-FOLD-512GB-PIN-00089,Motorola Fold 512GB Pink,807.51,"Premium Motorola Fold smartphone with 512GB storage in Pink. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
d40c48e2-76ed-4414-8f0f-43b3f31e665a,PHN-XIAOMI-PRO-256GB-GOL-00090,Xiaomi Pro 256GB Gold,469.41,"Premium Xiaomi Pro smartphone with 256GB storage in Gold. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
68f3ca0e-67a6-4f9e-96b3-e0d4e28599d0,PHN-IPHONE-SE-512GB-SIL-00091,iPhone SE 512GB Silver,870.94,"Premium iPhone SE smartphone with 512GB storage in Silver. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
0a0f0d23-f584-4e00-bf5b-4580029da70b,PHN-IPHONE-PRO-1TB-BLA-00092,iPhone Pro 1TB Black,321.88,"Premium iPhone Pro smartphone with 1TB storage in Black. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
6169a7c4-bd4e-48b1-98e2-942725b963c3,PHN-OPPO-MINI-128GB-GOL-00093,Oppo Mini 128GB Gold,1055.15,"Premium Oppo Mini smartphone with 128GB storage in Gold. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
7438ddc1-439a-49dd-922e-72a6144dcc7f,PHN-MOTORO-EDGE-64GB-RED-00094,Motorola Edge 64GB Red,251.71,"Premium Motorola Edge smartphone with 64GB storage in Red. Features high-resolution display, advanced camera system, fast processor, and long-lasting battery. Perfect for professionals and tech enthusiasts."
